id_venta,ciudad,tienda,categoria,producto,cantidad,precio_unitario
2554,Medellín,Tienda Occidente,Hogar,Cafetera,17,120000
2555,Cali,Tienda Norte,Tecnología,Portatil,13,2500000
2556,Barranquilla,Tienda Occidente,Deportes,Pesas,9,250000
2557,Cali,Tienda Centro,Deportes,Caminadora,14,3200000
2558,Barranquilla,Tienda Occidente,Hogar,Cafetera,5,120000
2559,Cali,Tienda Premium,Tecnología,Monitor,10,750000
2560,Cali,Tienda Occidente,Tecnología,Impresora,7,600000
2561,Cartagena,Tienda Centro,Tecnología,Portatil,1,2500000
2562,Barranquilla,Tienda Sur,Hogar,Microondas,19,450000
2563,Cali,Tienda Occidente,Deportes,Guantes,6,65000
2564,Barranquilla,Tienda Norte,Deportes,Pesas,5,250000
2565,Barranquilla,Tienda Sur,Tecnología,Portatil,9,2500000
2566,Cali,Tienda Norte,Tecnología,Teclado,16,85000
2567,Cali,Tienda Premium,Tecnología,Teclado,1,85000
2568,Medellín,Tienda Centro,Deportes,Bicicleta,12,1800000
2569,Cartagena,Tienda Occidente,Hogar,Ventilador,10,250000
2570,Cartagena,Tienda Occidente,Hogar,Cafetera,4,120000
2571,Barranquilla,Tienda Centro,Tecnología,Portatil,8,2500000
2572,Barranquilla,Tienda Occidente,Tecnología,Teclado,2,85000
2573,Cali,Tienda Sur,Deportes,Caminadora,15,3200000
2574,Medellín,Tienda Centro,Hogar,Licuadora,17,180000
2575,Cali,Tienda Sur,Tecnología,Portatil,13,2500000
2576,Barranquilla,Tienda Occidente,Tecnología,Portatil,17,2500000
2577,Cali,Tienda Centro,Deportes,Guantes,18,65000
2578,Medellín,Tienda Premium,Deportes,Bicicleta,18,1800000
2579,Medellín,Tienda Sur,Hogar,Cafetera,4,120000
2580,Cali,Tienda Sur,Deportes,Pesas,10,250000
2581,Barranquilla,Tienda Occidente,Tecnología,Mouse,16,45000
2582,Cartagena,Tienda Premium,Deportes,Pesas,5,250000
2583,Cartagena,Tienda Norte,Tecnología,Teclado,12,85000
2584,Bogotá,Tienda Centro,Hogar,Cafetera,13,120000
2585,Cartagena,Tienda Premium,Deportes,Balón,14,90000
2586,Cali,Tienda Occidente,Tecnología,Teclado,17,85000
2587,Medellín,Tienda Premium,Deportes,Pesas,4,250000
2588,Barranquilla,Tienda Sur,Tecnología,Mouse,2,45000
2589,Cartagena,Tienda Premium,Hogar,Nevera,3,2200000
2590,Barranquilla,Tienda Centro,Tecnología,Impresora,13,600000
2591,Medellín,Tienda Premium,Hogar,Licuadora,15,180000
2592,Medellín,Tienda Sur,Hogar,Ventilador,17,250000
2593,Cali,Tienda Centro,Hogar,Cafetera,7,120000
2594,Medellín,Tienda Occidente,Tecnología,Impresora,20,600000
2595,Bogotá,Tienda Sur,Hogar,Cafetera,7,120000
2596,Medellín,Tienda Centro,Deportes,Guantes,5,65000
2597,Barranquilla,Tienda Sur,Hogar,Ventilador,20,250000
2598,Cali,Tienda Centro,Hogar,Ventilador,19,250000
2599,Barranquilla,Tienda Occidente,Hogar,Ventilador,10,250000
2600,Cartagena,Tienda Occidente,Deportes,Balón,19,90000
2601,Medellín,Tienda Occidente,Hogar,Licuadora,12,180000
2602,Cartagena,Tienda Centro,Hogar,Ventilador,7,250000
2603,Cartagena,Tienda Centro,Deportes,Guantes,18,65000
2604,Bogotá,Tienda Norte,Deportes,Guantes,15,65000
2605,Cali,Tienda Norte,Hogar,Nevera,13,2200000
2606,Cali,Tienda Occidente,Hogar,Microondas,5,450000
2607,Barranquilla,Tienda Norte,Hogar,Licuadora,11,180000
2608,Cartagena,Tienda Centro,Tecnología,Monitor,16,750000
2609,Cartagena,Tienda Occidente,Tecnología,Portatil,11,2500000
2610,Bogotá,Tienda Occidente,Tecnología,Monitor,17,750000
2611,Barranquilla,Tienda Premium,Tecnología,Mouse,20,45000
2612,Medellín,Tienda Centro,Tecnología,Portatil,15,2500000
2613,Bogotá,Tienda Occidente,Tecnología,Mouse,2,45000
2614,Bogotá,Tienda Centro,Tecnología,Monitor,4,750000
2615,Cali,Tienda Occidente,Deportes,Balón,12,90000
2616,Barranquilla,Tienda Centro,Tecnología,Teclado,15,85000
2617,Cartagena,Tienda Premium,Deportes,Pesas,14,250000
2618,Cali,Tienda Centro,Deportes,Balón,6,90000
2619,Cali,Tienda Norte,Deportes,Guantes,2,65000
2620,Bogotá,Tienda Sur,Hogar,Nevera,17,2200000
2621,Bogotá,Tienda Occidente,Tecnología,Portatil,6,2500000
2622,Cali,Tienda Norte,Tecnología,Teclado,2,85000
2623,Cartagena,Tienda Sur,Hogar,Ventilador,16,250000
2624,Medellín,Tienda Centro,Deportes,Caminadora,10,3200000
2625,Medellín,Tienda Norte,Deportes,Balón,2,90000
2626,Bogotá,Tienda Centro,Deportes,Guantes,6,65000
2627,Barranquilla,Tienda Norte,Hogar,Licuadora,14,180000
2628,Barranquilla,Tienda Occidente,Deportes,Guantes,14,65000
2629,Cartagena,Tienda Centro,Hogar,Ventilador,17,250000
2630,Medellín,Tienda Occidente,Tecnología,Mouse,8,45000
2631,Cali,Tienda Sur,Deportes,Pesas,15,250000
2632,Cali,Tienda Norte,Deportes,Caminadora,19,3200000
2633,Cali,Tienda Sur,Deportes,Caminadora,13,3200000
2634,Medellín,Tienda Centro,Tecnología,Impresora,4,600000
2635,Medellín,Tienda Sur,Hogar,Nevera,17,2200000
2636,Cali,Tienda Occidente,Deportes,Balón,15,90000
2637,Barranquilla,Tienda Sur,Hogar,Nevera,17,2200000
2638,Cali,Tienda Centro,Deportes,Pesas,15,250000
2639,Cali,Tienda Centro,Hogar,Licuadora,14,180000
2640,Barranquilla,Tienda Norte,Tecnología,Portatil,17,2500000
2641,Medellín,Tienda Premium,Tecnología,Portatil,12,2500000
2642,Cali,Tienda Centro,Deportes,Bicicleta,15,1800000
2643,Cartagena,Tienda Centro,Deportes,Bicicleta,16,1800000
2644,Cartagena,Tienda Premium,Hogar,Nevera,4,2200000
2645,Cali,Tienda Occidente,Tecnología,Teclado,7,85000
2646,Bogotá,Tienda Centro,Tecnología,Monitor,14,750000
2647,Cali,Tienda Occidente,Tecnología,Impresora,16,600000
2648,Medellín,Tienda Norte,Deportes,Bicicleta,5,1800000
2649,Barranquilla,Tienda Sur,Hogar,Microondas,17,450000
2650,Bogotá,Tienda Norte,Tecnología,Mouse,11,45000
2651,Cartagena,Tienda Sur,Hogar,Nevera,5,2200000
2652,Cali,Tienda Centro,Deportes,Caminadora,19,3200000
2653,Cartagena,Tienda Occidente,Hogar,Licuadora,13,180000
2654,Cali,Tienda Occidente,Hogar,Nevera,6,2200000
2655,Bogotá,Tienda Centro,Deportes,Balón,1,90000
2656,Cartagena,Tienda Centro,Tecnología,Teclado,14,85000
2657,Bogotá,Tienda Centro,Hogar,Ventilador,4,250000
2658,Medellín,Tienda Occidente,Deportes,Pesas,13,250000
2659,Cartagena,Tienda Occidente,Tecnología,Mouse,8,45000
2660,Bogotá,Tienda Occidente,Hogar,Nevera,16,2200000
2661,Barranquilla,Tienda Occidente,Deportes,Bicicleta,3,1800000
2662,Bogotá,Tienda Occidente,Tecnología,Teclado,16,85000
2663,Cartagena,Tienda Norte,Hogar,Cafetera,16,120000
2664,Bogotá,Tienda Sur,Hogar,Ventilador,16,250000
2665,Medellín,Tienda Premium,Deportes,Pesas,18,250000
2666,Bogotá,Tienda Premium,Hogar,Nevera,4,2200000
2667,Cartagena,Tienda Premium,Hogar,Cafetera,9,120000
2668,Cali,Tienda Norte,Tecnología,Impresora,18,600000
2669,Barranquilla,Tienda Norte,Hogar,Microondas,14,450000
2670,Bogotá,Tienda Sur,Deportes,Balón,17,90000
2671,Cartagena,Tienda Occidente,Hogar,Microondas,20,450000
2672,Cali,Tienda Centro,Tecnología,Teclado,15,85000
2673,Bogotá,Tienda Norte,Deportes,Balón,17,90000
2674,Bogotá,Tienda Premium,Tecnología,Portatil,17,2500000
2675,Medellín,Tienda Premium,Hogar,Cafetera,17,120000
2676,Barranquilla,Tienda Sur,Deportes,Pesas,15,250000
2677,Bogotá,Tienda Occidente,Tecnología,Mouse,5,45000
2678,Cartagena,Tienda Sur,Deportes,Guantes,19,65000
2679,Bogotá,Tienda Occidente,Hogar,Microondas,6,450000
2680,Cali,Tienda Norte,Hogar,Licuadora,7,180000
2681,Bogotá,Tienda Occidente,Hogar,Cafetera,8,120000
2682,Bogotá,Tienda Centro,Hogar,Microondas,19,450000
2683,Medellín,Tienda Centro,Deportes,Guantes,7,65000
2684,Barranquilla,Tienda Sur,Deportes,Bicicleta,16,1800000
2685,Barranquilla,Tienda Norte,Hogar,Nevera,15,2200000
2686,Medellín,Tienda Premium,Deportes,Caminadora,8,3200000
2687,Bogotá,Tienda Sur,Hogar,Licuadora,6,180000
2688,Medellín,Tienda Premium,Tecnología,Impresora,8,600000
2689,Cartagena,Tienda Sur,Deportes,Pesas,13,250000
2690,Bogotá,Tienda Norte,Tecnología,Monitor,18,750000
2691,Cali,Tienda Centro,Deportes,Caminadora,19,3200000
2692,Bogotá,Tienda Sur,Tecnología,Portatil,7,2500000
2693,Cali,Tienda Sur,Tecnología,Monitor,13,750000
2694,Medellín,Tienda Sur,Tecnología,Teclado,15,85000
2695,Barranquilla,Tienda Premium,Tecnología,Portatil,1,2500000
2696,Bogotá,Tienda Occidente,Hogar,Microondas,13,450000
2697,Medellín,Tienda Norte,Deportes,Guantes,6,65000
2698,Bogotá,Tienda Occidente,Hogar,Licuadora,12,180000
2699,Bogotá,Tienda Norte,Deportes,Balón,5,90000
2700,Medellín,Tienda Occidente,Deportes,Balón,17,90000
2701,Cartagena,Tienda Premium,Hogar,Ventilador,15,250000
2702,Bogotá,Tienda Premium,Hogar,Nevera,3,2200000
2703,Medellín,Tienda Occidente,Hogar,Ventilador,4,250000
2704,Medellín,Tienda Norte,Tecnología,Impresora,16,600000
2705,Cartagena,Tienda Occidente,Tecnología,Impresora,14,600000
2706,Cali,Tienda Norte,Deportes,Guantes,13,65000
2707,Medellín,Tienda Centro,Hogar,Microondas,5,450000
2708,Cartagena,Tienda Sur,Hogar,Microondas,6,450000
2709,Cartagena,Tienda Premium,Tecnología,Monitor,1,750000
2710,Barranquilla,Tienda Premium,Hogar,Ventilador,16,250000
2711,Medellín,Tienda Centro,Tecnología,Monitor,1,750000
2712,Medellín,Tienda Centro,Deportes,Pesas,13,250000
2713,Bogotá,Tienda Norte,Deportes,Guantes,8,65000
2714,Medellín,Tienda Norte,Tecnología,Mouse,3,45000
2715,Cali,Tienda Norte,Deportes,Guantes,7,65000
2716,Barranquilla,Tienda Premium,Deportes,Bicicleta,4,1800000
2717,Medellín,Tienda Premium,Hogar,Licuadora,19,180000
2718,Cali,Tienda Occidente,Deportes,Guantes,9,65000
2719,Barranquilla,Tienda Premium,Deportes,Balón,7,90000
2720,Medellín,Tienda Occidente,Hogar,Licuadora,7,180000
2721,Bogotá,Tienda Norte,Tecnología,Monitor,1,750000
2722,Cali,Tienda Centro,Hogar,Cafetera,19,120000
2723,Medellín,Tienda Norte,Tecnología,Teclado,9,85000
2724,Bogotá,Tienda Sur,Deportes,Pesas,14,250000
2725,Cali,Tienda Sur,Deportes,Guantes,11,65000
2726,Medellín,Tienda Centro,Tecnología,Monitor,11,750000
2727,Barranquilla,Tienda Norte,Tecnología,Impresora,8,600000
2728,Medellín,Tienda Occidente,Deportes,Guantes,15,65000
2729,Cali,Tienda Norte,Tecnología,Teclado,12,85000
2730,Medellín,Tienda Norte,Hogar,Licuadora,17,180000
2731,Cali,Tienda Norte,Deportes,Caminadora,6,3200000
2732,Cali,Tienda Centro,Tecnología,Monitor,1,750000
2733,Medellín,Tienda Occidente,Hogar,Nevera,2,2200000
2734,Bogotá,Tienda Centro,Deportes,Bicicleta,17,1800000
2735,Bogotá,Tienda Centro,Hogar,Cafetera,5,120000
2736,Medellín,Tienda Occidente,Tecnología,Mouse,12,45000
2737,Cartagena,Tienda Centro,Hogar,Cafetera,1,120000
2738,Cali,Tienda Sur,Tecnología,Teclado,13,85000
2739,Bogotá,Tienda Sur,Hogar,Nevera,10,2200000
2740,Bogotá,Tienda Centro,Tecnología,Portatil,9,2500000
2741,Medellín,Tienda Occidente,Hogar,Licuadora,13,180000
2742,Barranquilla,Tienda Premium,Deportes,Caminadora,13,3200000
2743,Cartagena,Tienda Occidente,Deportes,Caminadora,2,3200000
2744,Cartagena,Tienda Premium,Tecnología,Monitor,2,750000
2745,Medellín,Tienda Sur,Tecnología,Impresora,3,600000
2746,Cali,Tienda Sur,Deportes,Guantes,7,65000
2747,Medellín,Tienda Norte,Deportes,Caminadora,8,3200000
2748,Medellín,Tienda Centro,Tecnología,Mouse,12,45000
2749,Bogotá,Tienda Centro,Deportes,Caminadora,6,3200000
2750,Cartagena,Tienda Premium,Deportes,Caminadora,19,3200000
2751,Barranquilla,Tienda Premium,Hogar,Ventilador,1,250000
2752,Medellín,Tienda Centro,Hogar,Licuadora,12,180000
2753,Bogotá,Tienda Norte,Tecnología,Monitor,14,750000
2754,Medellín,Tienda Occidente,Tecnología,Mouse,1,45000
2755,Cali,Tienda Premium,Deportes,Pesas,14,250000
2756,Bogotá,Tienda Norte,Deportes,Pesas,19,250000
2757,Barranquilla,Tienda Norte,Tecnología,Portatil,13,2500000
2758,Bogotá,Tienda Premium,Deportes,Balón,8,90000
2759,Bogotá,Tienda Premium,Tecnología,Mouse,17,45000
2760,Bogotá,Tienda Sur,Tecnología,Monitor,17,750000
2761,Medellín,Tienda Norte,Hogar,Licuadora,14,180000
2762,Bogotá,Tienda Norte,Hogar,Nevera,8,2200000
2763,Barranquilla,Tienda Sur,Hogar,Nevera,14,2200000
2764,Medellín,Tienda Occidente,Hogar,Ventilador,10,250000
2765,Bogotá,Tienda Premium,Tecnología,Impresora,5,600000
2766,Bogotá,Tienda Sur,Hogar,Cafetera,3,120000
2767,Cali,Tienda Sur,Tecnología,Teclado,3,85000
2768,Bogotá,Tienda Premium,Tecnología,Mouse,6,45000
2769,Barranquilla,Tienda Norte,Hogar,Licuadora,2,180000
2770,Cartagena,Tienda Centro,Deportes,Balón,19,90000
2771,Cartagena,Tienda Centro,Hogar,Microondas,8,450000
2772,Medellín,Tienda Occidente,Hogar,Ventilador,19,250000
2773,Cali,Tienda Occidente,Hogar,Ventilador,16,250000
2774,Bogotá,Tienda Premium,Deportes,Caminadora,19,3200000
2775,Barranquilla,Tienda Norte,Deportes,Guantes,20,65000
2776,Cartagena,Tienda Occidente,Tecnología,Impresora,9,600000
2777,Bogotá,Tienda Premium,Hogar,Licuadora,13,180000
2778,Bogotá,Tienda Sur,Tecnología,Portatil,5,2500000
2779,Bogotá,Tienda Centro,Tecnología,Teclado,10,85000
2780,Barranquilla,Tienda Premium,Deportes,Guantes,14,65000
2781,Medellín,Tienda Centro,Tecnología,Impresora,1,600000
2782,Medellín,Tienda Centro,Tecnología,Monitor,9,750000
2783,Barranquilla,Tienda Sur,Deportes,Caminadora,9,3200000
2784,Barranquilla,Tienda Sur,Tecnología,Monitor,10,750000
2785,Cartagena,Tienda Occidente,Tecnología,Mouse,17,45000
2786,Medellín,Tienda Sur,Hogar,Microondas,4,450000
2787,Cali,Tienda Premium,Deportes,Balón,10,90000
2788,Barranquilla,Tienda Premium,Hogar,Ventilador,19,250000
2789,Medellín,Tienda Sur,Deportes,Bicicleta,15,1800000
2790,Barranquilla,Tienda Sur,Tecnología,Teclado,9,85000
2791,Barranquilla,Tienda Occidente,Deportes,Bicicleta,12,1800000
2792,Cali,Tienda Centro,Tecnología,Mouse,13,45000
2793,Cartagena,Tienda Sur,Deportes,Bicicleta,17,1800000
2794,Cali,Tienda Centro,Tecnología,Portatil,7,2500000
2795,Medellín,Tienda Sur,Tecnología,Monitor,13,750000
2796,Medellín,Tienda Centro,Deportes,Caminadora,14,3200000
2797,Cali,Tienda Centro,Hogar,Microondas,14,450000
2798,Barranquilla,Tienda Centro,Deportes,Caminadora,1,3200000
2799,Bogotá,Tienda Premium,Hogar,Ventilador,11,250000
2800,Cartagena,Tienda Sur,Tecnología,Impresora,14,600000
2801,Barranquilla,Tienda Centro,Tecnología,Mouse,4,45000
2802,Barranquilla,Tienda Premium,Hogar,Ventilador,2,250000
2803,Cali,Tienda Sur,Tecnología,Teclado,8,85000
2804,Cali,Tienda Sur,Tecnología,Impresora,19,600000
2805,Cali,Tienda Sur,Hogar,Nevera,5,2200000
2806,Medellín,Tienda Occidente,Hogar,Nevera,5,2200000
2807,Cali,Tienda Premium,Hogar,Licuadora,10,180000
2808,Cartagena,Tienda Occidente,Tecnología,Monitor,11,750000
2809,Bogotá,Tienda Occidente,Tecnología,Monitor,20,750000
2810,Barranquilla,Tienda Centro,Deportes,Caminadora,14,3200000
2811,Cali,Tienda Sur,Deportes,Guantes,6,65000
2812,Bogotá,Tienda Norte,Tecnología,Mouse,12,45000
2813,Medellín,Tienda Premium,Hogar,Microondas,18,450000
2814,Cali,Tienda Premium,Deportes,Pesas,16,250000
2815,Medellín,Tienda Centro,Deportes,Caminadora,11,3200000
2816,Cali,Tienda Premium,Tecnología,Portatil,18,2500000
2817,Bogotá,Tienda Sur,Tecnología,Portatil,7,2500000
2818,Cartagena,Tienda Occidente,Hogar,Microondas,9,450000
2819,Cali,Tienda Premium,Tecnología,Monitor,4,750000
2820,Barranquilla,Tienda Premium,Deportes,Bicicleta,6,1800000
2821,Cartagena,Tienda Norte,Deportes,Bicicleta,19,1800000
2822,Bogotá,Tienda Premium,Hogar,Nevera,4,2200000
2823,Cartagena,Tienda Sur,Hogar,Cafetera,14,120000
2824,Medellín,Tienda Sur,Tecnología,Impresora,5,600000
2825,Barranquilla,Tienda Occidente,Tecnología,Mouse,9,45000
2826,Barranquilla,Tienda Premium,Hogar,Ventilador,15,250000
2827,Cartagena,Tienda Centro,Tecnología,Portatil,4,2500000
2828,Cali,Tienda Occidente,Tecnología,Impresora,16,600000
2829,Cali,Tienda Norte,Hogar,Licuadora,14,180000
2830,Medellín,Tienda Centro,Hogar,Ventilador,17,250000
2831,Bogotá,Tienda Sur,Hogar,Cafetera,9,120000
2832,Barranquilla,Tienda Occidente,Deportes,Guantes,16,65000
2833,Cali,Tienda Premium,Deportes,Balón,12,90000
2834,Cali,Tienda Centro,Hogar,Microondas,10,450000
2835,Cartagena,Tienda Occidente,Deportes,Guantes,10,65000
2836,Bogotá,Tienda Occidente,Deportes,Balón,7,90000
2837,Cali,Tienda Norte,Hogar,Cafetera,8,120000
2838,Barranquilla,Tienda Occidente,Hogar,Ventilador,14,250000
2839,Bogotá,Tienda Premium,Tecnología,Impresora,2,600000
2840,Barranquilla,Tienda Sur,Deportes,Balón,1,90000
2841,Cartagena,Tienda Occidente,Hogar,Ventilador,5,250000
2842,Cartagena,Tienda Occidente,Hogar,Ventilador,4,250000
2843,Barranquilla,Tienda Occidente,Deportes,Guantes,8,65000
2844,Medellín,Tienda Norte,Deportes,Caminadora,7,3200000
2845,Medellín,Tienda Occidente,Deportes,Bicicleta,16,1800000
2846,Cartagena,Tienda Premium,Hogar,Ventilador,4,250000
2847,Bogotá,Tienda Sur,Hogar,Nevera,6,2200000
2848,Cartagena,Tienda Sur,Tecnología,Teclado,5,85000
2849,Medellín,Tienda Occidente,Tecnología,Impresora,14,600000
2850,Cartagena,Tienda Sur,Deportes,Balón,15,90000
2851,Barranquilla,Tienda Norte,Deportes,Caminadora,13,3200000
2852,Medellín,Tienda Norte,Hogar,Cafetera,13,120000
2853,Cartagena,Tienda Occidente,Tecnología,Impresora,5,600000
2854,Bogotá,Tienda Occidente,Deportes,Caminadora,16,3200000
2855,Medellín,Tienda Premium,Hogar,Microondas,7,450000
2856,Cartagena,Tienda Premium,Tecnología,Teclado,7,85000
2857,Barranquilla,Tienda Premium,Hogar,Microondas,16,450000
2858,Medellín,Tienda Centro,Hogar,Cafetera,15,120000
2859,Cartagena,Tienda Premium,Deportes,Guantes,13,65000
2860,Medellín,Tienda Centro,Deportes,Bicicleta,9,1800000
2861,Medellín,Tienda Centro,Hogar,Ventilador,1,250000
2862,Cartagena,Tienda Centro,Hogar,Nevera,20,2200000
2863,Bogotá,Tienda Centro,Hogar,Nevera,6,2200000
2864,Barranquilla,Tienda Norte,Deportes,Pesas,9,250000
2865,Medellín,Tienda Premium,Tecnología,Monitor,7,750000
2866,Cali,Tienda Sur,Hogar,Cafetera,2,120000
2867,Cali,Tienda Sur,Deportes,Guantes,17,65000
2868,Cartagena,Tienda Centro,Deportes,Balón,5,90000
2869,Cali,Tienda Sur,Deportes,Guantes,3,65000
2870,Bogotá,Tienda Sur,Tecnología,Monitor,11,750000
2871,Cali,Tienda Sur,Tecnología,Mouse,12,45000
2872,Bogotá,Tienda Sur,Tecnología,Monitor,3,750000
2873,Cartagena,Tienda Sur,Hogar,Microondas,1,450000
2874,Barranquilla,Tienda Occidente,Deportes,Caminadora,6,3200000
2875,Bogotá,Tienda Norte,Tecnología,Portatil,1,2500000
2876,Medellín,Tienda Occidente,Deportes,Bicicleta,2,1800000
2877,Medellín,Tienda Norte,Hogar,Microondas,14,450000
2878,Cartagena,Tienda Centro,Deportes,Pesas,1,250000
2879,Bogotá,Tienda Sur,Hogar,Microondas,6,450000
2880,Cartagena,Tienda Norte,Hogar,Cafetera,9,120000
2881,Cali,Tienda Norte,Hogar,Microondas,16,450000
2882,Bogotá,Tienda Sur,Hogar,Cafetera,16,120000
2883,Bogotá,Tienda Centro,Tecnología,Impresora,18,600000
2884,Cartagena,Tienda Norte,Deportes,Pesas,15,250000
2885,Bogotá,Tienda Norte,Hogar,Licuadora,15,180000
2886,Medellín,Tienda Premium,Hogar,Cafetera,7,120000
2887,Cartagena,Tienda Occidente,Tecnología,Teclado,13,85000
2888,Cartagena,Tienda Norte,Hogar,Ventilador,17,250000
2889,Barranquilla,Tienda Sur,Tecnología,Mouse,20,45000
2890,Bogotá,Tienda Occidente,Deportes,Caminadora,7,3200000
2891,Cartagena,Tienda Norte,Deportes,Bicicleta,1,1800000
2892,Cartagena,Tienda Premium,Tecnología,Impresora,16,600000
2893,Bogotá,Tienda Centro,Tecnología,Teclado,16,85000
2894,Cartagena,Tienda Centro,Hogar,Nevera,2,2200000
2895,Cali,Tienda Centro,Deportes,Pesas,14,250000
2896,Medellín,Tienda Sur,Tecnología,Monitor,10,750000
2897,Cali,Tienda Sur,Deportes,Caminadora,8,3200000
2898,Cartagena,Tienda Occidente,Hogar,Nevera,6,2200000
2899,Barranquilla,Tienda Centro,Hogar,Licuadora,9,180000
2900,Bogotá,Tienda Premium,Tecnología,Portatil,19,2500000
2901,Cartagena,Tienda Centro,Hogar,Nevera,15,2200000
2902,Medellín,Tienda Centro,Hogar,Microondas,20,450000
2903,Medellín,Tienda Premium,Tecnología,Monitor,19,750000
2904,Bogotá,Tienda Norte,Tecnología,Teclado,20,85000
2905,Cartagena,Tienda Norte,Deportes,Pesas,16,250000
2906,Barranquilla,Tienda Norte,Hogar,Nevera,9,2200000
2907,Cali,Tienda Occidente,Hogar,Microondas,19,450000
2908,Cartagena,Tienda Norte,Hogar,Microondas,14,450000
2909,Cali,Tienda Occidente,Deportes,Bicicleta,15,1800000
2910,Barranquilla,Tienda Premium,Hogar,Microondas,10,450000
2911,Cali,Tienda Sur,Deportes,Caminadora,12,3200000
2912,Barranquilla,Tienda Sur,Deportes,Bicicleta,11,1800000
2913,Barranquilla,Tienda Sur,Hogar,Cafetera,19,120000
2914,Barranquilla,Tienda Occidente,Hogar,Cafetera,17,120000
2915,Barranquilla,Tienda Sur,Tecnología,Teclado,1,85000
2916,Barranquilla,Tienda Premium,Tecnología,Mouse,11,45000
2917,Bogotá,Tienda Premium,Hogar,Licuadora,12,180000
2918,Cali,Tienda Sur,Hogar,Cafetera,7,120000
2919,Bogotá,Tienda Occidente,Hogar,Microondas,17,450000
2920,Medellín,Tienda Sur,Tecnología,Mouse,1,45000
2921,Bogotá,Tienda Norte,Deportes,Caminadora,5,3200000
2922,Bogotá,Tienda Occidente,Deportes,Caminadora,4,3200000
2923,Cartagena,Tienda Sur,Deportes,Caminadora,15,3200000
2924,Barranquilla,Tienda Sur,Hogar,Cafetera,14,120000
2925,Bogotá,Tienda Premium,Tecnología,Teclado,5,85000
2926,Cartagena,Tienda Sur,Tecnología,Monitor,16,750000
2927,Cartagena,Tienda Norte,Deportes,Guantes,13,65000
2928,Bogotá,Tienda Premium,Hogar,Nevera,1,2200000
2929,Cali,Tienda Occidente,Tecnología,Teclado,17,85000
2930,Cartagena,Tienda Occidente,Tecnología,Monitor,8,750000
2931,Barranquilla,Tienda Norte,Tecnología,Teclado,16,85000
2932,Cartagena,Tienda Premium,Tecnología,Mouse,1,45000
2933,Bogotá,Tienda Centro,Tecnología,Portatil,9,2500000
2934,Medellín,Tienda Premium,Hogar,Cafetera,11,120000
2935,Bogotá,Tienda Norte,Hogar,Ventilador,10,250000
2936,Bogotá,Tienda Occidente,Deportes,Caminadora,12,3200000
2937,Bogotá,Tienda Premium,Tecnología,Portatil,14,2500000
2938,Cartagena,Tienda Occidente,Hogar,Ventilador,1,250000
2939,Barranquilla,Tienda Occidente,Deportes,Caminadora,16,3200000
2940,Barranquilla,Tienda Premium,Hogar,Ventilador,11,250000
2941,Cartagena,Tienda Occidente,Tecnología,Teclado,10,85000
2942,Barranquilla,Tienda Sur,Tecnología,Portatil,4,2500000
2943,Barranquilla,Tienda Sur,Deportes,Caminadora,16,3200000
2944,Bogotá,Tienda Occidente,Deportes,Caminadora,3,3200000
2945,Medellín,Tienda Centro,Deportes,Balón,14,90000
2946,Bogotá,Tienda Premium,Tecnología,Monitor,5,750000
2947,Cartagena,Tienda Sur,Deportes,Caminadora,8,3200000
2948,Bogotá,Tienda Norte,Tecnología,Mouse,18,45000
2949,Barranquilla,Tienda Centro,Deportes,Bicicleta,4,1800000
2950,Bogotá,Tienda Sur,Deportes,Guantes,16,65000
2951,Barranquilla,Tienda Occidente,Hogar,Licuadora,6,180000
2952,Barranquilla,Tienda Norte,Tecnología,Portatil,9,2500000
2953,Bogotá,Tienda Norte,Deportes,Pesas,20,250000
2954,Cali,Tienda Sur,Deportes,Guantes,14,65000
2955,Medellín,Tienda Occidente,Deportes,Guantes,3,65000
2956,Barranquilla,Tienda Norte,Deportes,Guantes,1,65000
2957,Bogotá,Tienda Occidente,Hogar,Microondas,5,450000
2958,Cartagena,Tienda Occidente,Hogar,Ventilador,8,250000
2959,Bogotá,Tienda Occidente,Deportes,Balón,5,90000
2960,Cali,Tienda Norte,Deportes,Bicicleta,10,1800000
2961,Bogotá,Tienda Norte,Hogar,Microondas,1,450000
2962,Barranquilla,Tienda Centro,Tecnología,Impresora,20,600000
2963,Cali,Tienda Sur,Hogar,Microondas,10,450000
2964,Cartagena,Tienda Sur,Tecnología,Impresora,16,600000
2965,Barranquilla,Tienda Premium,Hogar,Cafetera,16,120000
2966,Bogotá,Tienda Centro,Tecnología,Impresora,15,600000
2967,Bogotá,Tienda Premium,Tecnología,Monitor,16,750000
2968,Medellín,Tienda Premium,Hogar,Cafetera,10,120000
2969,Cali,Tienda Norte,Tecnología,Teclado,6,85000
2970,Cartagena,Tienda Occidente,Tecnología,Impresora,1,600000
2971,Cali,Tienda Sur,Deportes,Bicicleta,9,1800000
2972,Cali,Tienda Norte,Deportes,Caminadora,16,3200000
2973,Bogotá,Tienda Centro,Deportes,Balón,20,90000
2974,Cartagena,Tienda Centro,Tecnología,Teclado,3,85000
2975,Cartagena,Tienda Occidente,Tecnología,Mouse,11,45000
2976,Barranquilla,Tienda Sur,Tecnología,Teclado,18,85000
2977,Cali,Tienda Premium,Hogar,Ventilador,16,250000
2978,Cali,Tienda Occidente,Tecnología,Portatil,7,2500000
2979,Cali,Tienda Norte,Tecnología,Impresora,3,600000
